n_acceso,cambio,actividad,anillo,fecha,historial_actividades,estado_ciclo,observacion_caso_atipico,estado_validacion,detalle_inconsistencia,conteo_duplicados
71222,C628538,ILUMINACION DE ANILLO,MEADALBOCO13,2017-06-28,ILUMINACION DE ANILLO (C628538),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71222,C631575,ILUMINACION DE ANILLO,MEADALBOCO15,2017-07-06,ILUMINACION DE ANILLO (C631575),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71222,C633628,ILUMINACION DE ANILLO,MEADALBOCO14,2017-07-17,ILUMINACION DE ANILLO (C633628),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71222,C634709,ILUMINACION DE ANILLO,MEADALBOCO16,2017-07-21,ILUMINACION DE ANILLO (C634709),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71222,C636713,ILUMINACION DE ANILLO,MEADALBOCO17,2017-07-31,ILUMINACION DE ANILLO (C636713),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71222,C636755,ILUMINACION DE ANILLO,MEADALBOCO18_,2017-07-31,ILUMINACION DE ANILLO (C636755),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71222,C639443,ILUMINACION DE ANILLO,MEADALBOCO19,2017-08-08,ILUMINACION DE ANILLO (C639443),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71222,C642043,ILUMINACION DE ANILLO,MEADALBOCO20,2017-08-17,ILUMINACION DE ANILLO (C642043),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71222,C648994,ILUMINACION DE ANILLO,MEADALBOCO22_L,2017-09-14,ILUMINACION DE ANILLO (C648994),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71222,C650867,ILUMINACION DE ANILLO,MEADALBOCO23,2017-09-21,ILUMINACION DE ANILLO (C650867),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71222,C655756,ILUMINACION DE ANILLO,MEADALBOCO24,2017-10-05,ILUMINACION DE ANILLO (C655756),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71222,C658177,ILUMINACION DE ANILLO,MEADALBOCO25,2017-10-13,ILUMINACION DE ANILLO (C658177),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71222,C664230,ILUMINACION DE ANILLO,MEADALBOCO26,2017-11-04,ILUMINACION DE ANILLO (C664230),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71222,C666310,ILUMINACION DE ANILLO,MEADALBOCO27,2017-11-14,ILUMINACION DE ANILLO (C666310),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71222,C669739,ILUMINACION DE ANILLO,MEADALBOCO29,2017-11-23,ILUMINACION DE ANILLO (C669739),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71222,C673030,ILUMINACION DE ANILLO,MEADALBOCO30,2017-12-02,ILUMINACION DE ANILLO (C673030),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71222,C676702,ILUMINACION DE ANILLO,MEADALBOCO31,2017-12-18,ILUMINACION DE ANILLO (C676702),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71222,C678009,ILUMINACION DE ANILLO,MEADALBOCO32,2017-12-22,ILUMINACION DE ANILLO (C678009),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71222,C683369,ILUMINACION DE ANILLO,MEADALBOCO36,2018-01-11,ILUMINACION DE ANILLO (C683369),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71222,C685530,ILUMINACION DE ANILLO,MEADALBOCO37,2018-01-18,ILUMINACION DE ANILLO (C685530),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71222,C684852,ILUMINACION DE ANILLO,MEADALBOCO38,2018-01-19,ILUMINACION DE ANILLO (C684852),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71222,C688322,ILUMINACION DE ANILLO,MEADALBOCO39,2018-01-29,ILUMINACION DE ANILLO (C688322),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71222,C694516,ILUMINACION DE ANILLO,MEADALBOCO43,2018-02-15,ILUMINACION DE ANILLO (C694516),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71222,C699994,ILUMINACION DE ANILLO,MEADALBOCO44,2018-03-05,ILUMINACION DE ANILLO (C699994),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71222,C702814,ILUMINACION DE ANILLO,MEADALBOCOCO51,2018-03-15,ILUMINACION DE ANILLO (C702814),ACTIVO,SIN_EVENTO_INSTALACION,INCONSISTENCIA,duplicado_2.0_veces,2.0
71222,C703213,ILUMINACION DE ANILLO,MEADALBOCO52,2018-03-15,ILUMINACION DE ANILLO (C703213),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71222,C708298,ILUMINACION DE ANILLO,MEADALBOCO54,2018-04-06,ILUMINACION DE ANILLO (C708298),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71222,715945,ILUMINACION DE ANILLO,MEADALBOCO56,2018-05-04,ILUMINACION DE ANILLO (715945),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71222,C723976,ILUMINACION DE ANILLO,MEADALBOCO57,2018-06-01,ILUMINACION DE ANILLO (C723976),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71222,C725112,ILUMINACION DE ANILLO,MEADALBOCO58,2018-06-01,ILUMINACION DE ANILLO (C725112),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71222,C731996,ILUMINACION DE ANILLO,MEADARBOCO02,2018-07-03,ILUMINACION DE ANILLO (C731996),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71222,C737745,ILUMINACION DE ANILLO,MEADARBOCO05,2018-07-27,ILUMINACION DE ANILLO (C737745),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71222,C741824,ILUMINACION DE ANILLO,MEADARBOCO06,2018-08-08,ILUMINACION DE ANILLO (C741824),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71222,C748058,ILUMINACION DE ANILLO,MEADARBOCO07,2018-09-03,ILUMINACION DE ANILLO (C748058),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71222,C751688,ILUMINACION DE ANILLO,MEADARBOCO08,2018-09-12,ILUMINACION DE ANILLO (C751688),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71222,C752374,ILUMINACION DE ANILLO,MEACALAVCO04,2018-09-18,ILUMINACION DE ANILLO (C752374),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71222,C752443,ILUMINACION DE ANILLO,MEADALBOCO61,2018-09-18,ILUMINACION DE ANILLO (C752443),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71222,C753266,ILUMINACION DE ANILLO,MEADARBOCO09,2018-09-18,ILUMINACION DE ANILLO (C753266),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71222,C759219,ILUMINACION DE ANILLO,MEADALBOCO63,2018-10-11,ILUMINACION DE ANILLO (C759219),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71222,C765128,ILUMINACION DE ANILLO,MEACALAVCO05,2018-11-02,ILUMINACION DE ANILLO (C765128),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71222,C701148,CAMBIO NEMONICO,MEADARBOCO14,2018-11-20,CAMBIO NEMONICO (C701148),ACTIVO_CON_CAMBIO,SIN_EVENTO_INSTALACION,INCONSISTENCIA,duplicado_2.0_veces,2.0
71222,C770555,ILUMINACION DE ANILLO,MEADALBOCO64,2018-11-21,ILUMINACION DE ANILLO (C770555),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71222,C770641,ILUMINACION DE ANILLO,MEACALAVCO06,2018-11-22,ILUMINACION DE ANILLO (C770641),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71222,C701237,CAMBIO NEMONICO,MEADARBOCO10,2018-11-23,CAMBIO NEMONICO (C701237),ACTIVO_CON_CAMBIO,SIN_EVENTO_INSTALACION,INCONSISTENCIA,duplicado_3.0_veces,3.0
71222,C701261,CAMBIO NEMONICO,MEADARBOCO12,2018-11-23,CAMBIO NEMONICO (C701261),ACTIVO_CON_CAMBIO,SIN_EVENTO_INSTALACION,INCONSISTENCIA,duplicado_2.0_veces,2.0
71222,C701268,CAMBIO NEMONICO,MEADARBOCO11,2018-11-23,CAMBIO NEMONICO (C701268),ACTIVO_CON_CAMBIO,SIN_EVENTO_INSTALACION,INCONSISTENCIA,duplicado_2.0_veces,2.0
71222,C701559,CAMBIO NEMONICO,MEADARBOCO13,2018-11-23,CAMBIO NEMONICO (C701559),ACTIVO_CON_CAMBIO,SIN_EVENTO_INSTALACION,INCONSISTENCIA,duplicado_2.0_veces,2.0
71222,C782246,ILUMINACION DE ANILLO,MEADALBOCO70,2018-12-20,ILUMINACION DE ANILLO (C782246),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71222,C783551,ILUMINACION DE ANILLO,MEADALBOCO71,2018-12-26,ILUMINACION DE ANILLO (C783551),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71222,C78814268,ILUMINACION DE ANILLO,MEACALAVC007,2019-01-16,ILUMINACION DE ANILLO (C78814268),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71222,C793572,ILUMINACION DE ANILLO,MEADALBOCO72,2019-02-05,ILUMINACION DE ANILLO (C793572),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71222,C798401,ILUMINACION DE ANILLO,MEADALBOCO73,2019-02-21,ILUMINACION DE ANILLO (C798401),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71222,C806372,ILUMINACION DE ANILLO,MEADALBOCO76,2019-03-26,ILUMINACION DE ANILLO (C806372),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71222,C806746,ILUMINACION DE ANILLO,MEADALBOCO77,2019-03-28,ILUMINACION DE ANILLO (C806746),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71222,C807393,ILUMINACION DE ANILLO,MEADALBOCO78,2019-03-28,ILUMINACION DE ANILLO (C807393),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71222,C807581,ILUMINACION DE ANILLO,MEADALBOCO79,2019-03-28,ILUMINACION DE ANILLO (C807581),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71222,C810624,ILUMINACION DE ANILLO,MEADALBOCO80,2019-04-09,ILUMINACION DE ANILLO (C810624),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71222,C812401,ILUMINACION DE ANILLO,MEADALBOCO81,2019-04-15,ILUMINACION DE ANILLO (C812401),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71222,C812107,ILUMINACION DE ANILLO,MECACALBOCO21,2019-04-22,ILUMINACION DE ANILLO (C812107),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71222,C818910,ILUMINACION DE ANILLO,MEADALBOCO84,2019-05-10,ILUMINACION DE ANILLO (C818910),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71222,C820659,ILUMINACION DE ANILLO,MEADALBOCO85,2019-05-15,ILUMINACION DE ANILLO (C820659),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71222,C826722,ILUMINACION DE ANILLO,MEADALBOCO86,2019-06-05,ILUMINACION DE ANILLO (C826722),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71222,C831739,ILUMINACION DE ANILLO,MEADALBOCO87,2019-06-25,ILUMINACION DE ANILLO (C831739),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71222,C837534,ILUMINACION DE ANILLO,MEADALBOCO88,2019-07-11,ILUMINACION DE ANILLO (C837534),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71222,0,INSTALACION,0,2019-07-24,ILUMINACION DE ANILLO (579228) → INSTALACION (0),ACTIVO_CON_CAMBIO,OK,INCONSISTENCIA,historial_con_caracteres_extraños,1.0
71222,C840265,ILUMINACION DE ANILLO,MEADALBOCO89,2019-07-24,ILUMINACION DE ANILLO (C840265),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71222,C844398,ILUMINACION DE ANILLO,MEADALBOCO90,2019-08-09,ILUMINACION DE ANILLO (C844398),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71222,C849517,ILUMINACION DE ANILLO,MEADALBOCO91,2019-08-29,ILUMINACION DE ANILLO (C849517),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71222,C853108,ILUMINACION DE ANILLO,MEADARBOCO15,2019-09-13,ILUMINACION DE ANILLO (C853108),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71222,C854529,ILUMINACION DE ANILLO,MEACALAVCO08,2019-09-17,ILUMINACION DE ANILLO (C854529),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71222,C858280,ILUMINACION DE ANILLO,MEADARBOCO16,2019-10-01,ILUMINACION DE ANILLO (C858280),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71222,C860151,ILUMINACION DE ANILLO,MEADARBOCO17,2019-10-09,ILUMINACION DE ANILLO (C860151),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71222,C881932,ILUMINACION DE ANILLO,MEADALBOCO99,2020-02-17,INSTALACION (C881932) → ILUMINACION DE ANILLO (APR-00339),ACTIVO,OK,INCONSISTENCIA,historial_con_caracteres_extraños,1.0
71222,OC-914334,ILUMINACION DE ANILLO,MEADALBOCO100,2020-03-16,ILUMINACION DE ANILLO (OC-914334),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71222,OC-919682,ILUMINACION DE ANILLO,MEADALBOCO101,2020-03-31,ILUMINACION DE ANILLO (OC-919682),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71222,OC-937280,ILUMINACION DE ANILLO,MEADALBOCO102,2020-04-30,ILUMINACION DE ANILLO (OC-937280),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71222,APR-00132,ILUMINACION DE ANILLO,MEADALBOCO82,2020-07-02,ILUMINACION DE ANILLO (C814587) → ILUMINACION DE ANILLO (APR-00132),ACTIVO,SIN_EVENTO_INSTALACION,INCONSISTENCIA,historial_con_caracteres_extraños,1.0
71222,APR-00115,ILUMINACION DE ANILLO,MEADALBOCO68,2020-07-03,ILUMINACION DE ANILLO (C776421) → ILUMINACION DE ANILLO (APR-00115),ACTIVO,SIN_EVENTO_INSTALACION,INCONSISTENCIA,duplicado_2.0_veces | historial_con_caracteres_extraños,2.0
71222,APR-00122,INSTALACION,MEADALBOCO75,2020-07-06,ILUMINACION DE ANILLO (C806252) → INSTALACION (APR-00122),ACTIVO_CON_CAMBIO,OK,INCONSISTENCIA,historial_con_caracteres_extraños,1.0
71222,APR-00114,ILUMINACION DE ANILLO,MEADALBOCO66,2020-07-08,ILUMINACION DE ANILLO (C776105) → ILUMINACION DE ANILLO (APR-00114),ACTIVO,SIN_EVENTO_INSTALACION,INCONSISTENCIA,historial_con_caracteres_extraños,1.0
71222,APR-00199,ILUMINACION DE ANILLO,MEADALBOCO104,2020-07-30,ILUMINACION DE ANILLO (APR-00199),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71222,APR-00225,ILUMINACION DE ANILLO,MEADALBOCO105,2020-08-25,ILUMINACION DE ANILLO (APR-00225),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71222,APR-00247,ILUMINACION DE ANILLO,MEADALBOCO106,2020-09-11,ILUMINACION DE ANILLO (APR-00247),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71222,APR-00261,ILUMINACION DE ANILLO,MEADALBOCO92,2020-11-23,ILUMINACION DE ANILLO (C867508) → ILUMINACION DE ANILLO (APR-00261),ACTIVO,SIN_EVENTO_INSTALACION,INCONSISTENCIA,historial_con_caracteres_extraños,1.0
71222,C868087,ILUMINACION DE ANILLO,MEADALBOCO93,2020-11-23,ILUMINACION DE ANILLO (C868087) → ILUMINACION DE ANILLO (C868087),ACTIVO,SIN_EVENTO_INSTALACION,INCONSISTENCIA,historial_con_caracteres_extraños,1.0
71222,APR-00289,ILUMINACION DE ANILLO,MEADALBOCO94,2020-11-24,ILUMINACION DE ANILLO (C868880) → ILUMINACION DE ANILLO (APR-00289),ACTIVO,SIN_EVENTO_INSTALACION,INCONSISTENCIA,historial_con_caracteres_extraños,1.0
71222,APR-00299,ILUMINACION DE ANILLO,MEADALBOCO95,2020-11-24,ILUMINACION DE ANILLO (C870397) → ILUMINACION DE ANILLO (APR-00299),ACTIVO,SIN_EVENTO_INSTALACION,INCONSISTENCIA,historial_con_caracteres_extraños,1.0
71222,APR-00305,ILUMINACION DE ANILLO,MEADALBOCO96,2020-11-24,ILUMINACION DE ANILLO (C872131) → ILUMINACION DE ANILLO (APR-00305),ACTIVO,SIN_EVENTO_INSTALACION,INCONSISTENCIA,historial_con_caracteres_extraños,1.0
71222,APR-00310,ILUMINACION DE ANILLO,MEADALBOCO97,2020-11-24,ILUMINACION DE ANILLO (C874348) → ILUMINACION DE ANILLO (APR-00310),ACTIVO,SIN_EVENTO_INSTALACION,INCONSISTENCIA,historial_con_caracteres_extraños,1.0
71222,APR-00324,ILUMINACION DE ANILLO,MEADALBOCO98,2020-11-26,ILUMINACION DE ANILLO (C877499) → ILUMINACION DE ANILLO (APR-00324),ACTIVO,SIN_EVENTO_INSTALACION,INCONSISTENCIA,historial_con_caracteres_extraños,1.0
71222,APR-00492,INSTALACION,MEADALBOCO108,2020-12-24,INSTALACION (APR-00492),ACTIVO,OK,OK,,1.0
71222,APR-00743,ILUMINACION DE ANILLO,MEACALAVCO09,2021-01-25,ILUMINACION DE ANILLO (APR-00743),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71222,APR-00746,ILUMINACION DE ANILLO,MECACALAVCO01,2021-01-27,ILUMINACION DE ANILLO (APR-00746),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71222,APR-01160,ILUMINACION DE ANILLO,MEADALBOCO110,2021-02-22,ILUMINACION DE ANILLO (APR-01160),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71222,APR-01463,INSTALACION,MEADALBOCO111,2021-04-21,INSTALACION (APR-01463),ACTIVO,OK,OK,,1.0
71222,TAS000000257082,INSTALACION,MEADALBOCO21,2022-03-09,ILUMINACION DE ANILLO (C645426) → INSTALACION (TAS000000257082),ACTIVO_CON_CAMBIO,OK,INCONSISTENCIA,historial_con_caracteres_extraños,1.0
71222,APR-11342,ILUMINACION DE ANILLO,MEADALBOCO124,2022-09-30,ILUMINACION DE ANILLO (APR-11342),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71222,APR-14612,ILUMINACION DE ANILLO,MEADALBOCO127,2023-06-01,ILUMINACION DE ANILLO (APR-14612),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71223,C579232,ILUMINACION DE ANILLO,0,2017-01-04,ILUMINACION DE ANILLO (C579232),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71223,C598735,ILUMINACION DE ANILLO,MEADALBOAC01,2017-03-15,ILUMINACION DE ANILLO (C598735),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71223,C614209,ILUMINACION DE ANILLO,MEADALBOAC02,2017-05-04,ILUMINACION DE ANILLO (C614209),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71223,C619839,ILUMINACION DE ANILLO,MEADALBOAC03,2017-05-24,ILUMINACION DE ANILLO (C619839),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71223,C623459,ILUMINACION DE ANILLO,MEADALBOAC04,2017-06-07,ILUMINACION DE ANILLO (C623459),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71223,C650064,ILUMINACION DE ANILLO,MEADALBOAC08,2017-09-19,ILUMINACION DE ANILLO (C650064),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71223,C652838,ILUMINACION DE ANILLO,MECACALBOAC03,2017-09-28,ILUMINACION DE ANILLO (C652838),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71223,C659847,ILUMINACION DE ANILLO,MEADALBOAC10_T,2017-10-20,ILUMINACION DE ANILLO (C659847),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71223,C659902,ILUMINACION DE ANILLO,MEADALBOAC09,2017-10-20,ILUMINACION DE ANILLO (C659902),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71223,C665615,ILUMINACION DE ANILLO,MEADALBOAC11,2017-11-09,ILUMINACION DE ANILLO (C665615),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71223,C675094,ILUMINACION DE ANILLO,MEADALBOAC12,2017-12-11,ILUMINACION DE ANILLO (C675094),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71223,C682220,ILUMINACION DE ANILLO,MEADALBOAC13,2018-01-09,ILUMINACION DE ANILLO (C682220),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71223,C689355,ILUMINACION DE ANILLO,MEADALBOAC14,2018-01-30,ILUMINACION DE ANILLO (C689355),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71223,C698648,DESPROGRAMACION,MEADALBOAC16,2018-03-05,INSTALACION (C698648) → ILUMINACION DE ANILLO (C699788) → DESPROGRAMACION (OC-2173098),CANCELADO,OK,INCONSISTENCIA,estado_CANCELADO | historial_con_caracteres_extraños,1.0
71223,C701230,ILUMINACION DE ANILLO,MEADALBOAC17,2018-03-08,ILUMINACION DE ANILLO (C701230),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71223,C701197,ILUMINACION DE ANILLO,MEADALBOAC18,2018-03-09,ILUMINACION DE ANILLO (C701197),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71223,C706304,ILUMINACION DE ANILLO,MEADALBOAC20,2018-03-26,ILUMINACION DE ANILLO (C706304),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71223,C714004,ILUMINACION DE ANILLO,MEADALBOAC21,2018-04-26,ILUMINACION DE ANILLO (C714004),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71223,C730591,ILUMINACION DE ANILLO,MEADALBOAC22,2018-06-25,ILUMINACION DE ANILLO (C730591),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71223,C737576,ILUMINACION DE ANILLO,MEADARBOAC02,2018-07-26,ILUMINACION DE ANILLO (C737576),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71223,C742691,ILUMINACION DE ANILLO,MEADARBOAC03,2018-08-10,ILUMINACION DE ANILLO (C742691),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71223,C749899,ILUMINACION DE ANILLO,MEADARBOAC04,2018-09-07,ILUMINACION DE ANILLO (C749899),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71223,C758820,ILUMINACION DE ANILLO,MEADALBOAC24,2018-10-09,ILUMINACION DE ANILLO (C758820),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71223,C763873,ILUMINACION DE ANILLO,MEADALBOAC25,2018-10-29,ILUMINACION DE ANILLO (C763873),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71223,C768208,ILUMINACION DE ANILLO,MECACALBOAC04,2018-11-21,ILUMINACION DE ANILLO (C768208),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71223,C773347,ILUMINACION DE ANILLO,MEACALAVAC01,2018-11-30,ILUMINACION DE ANILLO (C773347),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71223,C777452,ILUMINACION DE ANILLO,MEADALBOAC27,2018-12-10,ILUMINACION DE ANILLO (C777452),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71223,C779208,ILUMINACION DE ANILLO,MEADALBOAC28,2018-12-14,ILUMINACION DE ANILLO (C779208),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71223,C779966,ILUMINACION DE ANILLO,MEADALBOAC31,2018-12-19,ILUMINACION DE ANILLO (C779966),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71223,C782255,ILUMINACION DE ANILLO,MEADALBOAC32,2018-12-27,ILUMINACION DE ANILLO (C782255),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71223,C788380,ILUMINACION DE ANILLO,MEACALAVACO03,2019-01-15,ILUMINACION DE ANILLO (C788380),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71223,C792814,ILUMINACION DE ANILLO,MEACALAVAC04,2019-02-04,ILUMINACION DE ANILLO (C792814),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71223,C804626,ILUMINACION DE ANILLO,MEADALBOAC38,2019-03-15,ILUMINACION DE ANILLO (C804626),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71223,C805475,ILUMINACION DE ANILLO,MEADALBOAC39,2019-04-15,ILUMINACION DE ANILLO (C805475),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71223,C805891,ILUMINACION DE ANILLO,MEADALBOAC40,2019-04-15,ILUMINACION DE ANILLO (C805891),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71223,C807165,ILUMINACION DE ANILLO,MEADALBOAC42,2019-04-15,ILUMINACION DE ANILLO (C807165),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71223,C813857,ILUMINACION DE ANILLO, MEADALBOAC43,2019-04-22,ILUMINACION DE ANILLO (C813857),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71223,C821153,ILUMINACION DE ANILLO,MEADALBOAC45,2019-05-15,ILUMINACION DE ANILLO (C821153),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71223,C841177,ILUMINACION DE ANILLO,MEADALBOAC47,2019-07-25,ILUMINACION DE ANILLO (C841177),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71223,C851714,ILUMINACION DE ANILLO,MEADARBOAC05,2019-09-07,ILUMINACION DE ANILLO (C851714),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71223,C855264,ILUMINACION DE ANILLO,MEADARBOAC06,2019-09-20,ILUMINACION DE ANILLO (C855264),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71223,C865240,ILUMINACION DE ANILLO,MEADALBOAC48,2019-10-30,ILUMINACION DE ANILLO (C865240),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71223,IM1809684,ACTUALIZACION,MEADALBOAC19,2019-10-30,ILUMINACION DE ANILLO (C703213) → ACTUALIZACION (IM1809684),ACTIVO,SIN_EVENTO_INSTALACION,INCONSISTENCIA,historial_con_caracteres_extraños,1.0
71223,APR-00118,ILUMINACION DE ANILLO,MEADALBOAC36,2020-07-04,ILUMINACION DE ANILLO (APR-00118),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71223,APR-00123,ILUMINACION DE ANILLO,MEADALBOAC37,2020-07-06,ILUMINACION DE ANILLO (APR-00123),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71223,APR-00114,ILUMINACION DE ANILLO,MEADALBOAC26,2020-07-08,ILUMINACION DE ANILLO (C776082) → ILUMINACION DE ANILLO (APR-00114),ACTIVO,SIN_EVENTO_INSTALACION,INCONSISTENCIA,historial_con_caracteres_extraños,1.0
71223,APR-00135,ILUMINACION DE ANILLO,MEADALBOAC46,2020-08-29,ILUMINACION DE ANILLO (C835641) → ILUMINACION DE ANILLO (APR-00135),ACTIVO,SIN_EVENTO_INSTALACION,INCONSISTENCIA,historial_con_caracteres_extraños,1.0
